access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr 
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114879,2018-11-01,P,E,Troutbeck - Tesla Destination,845-789-1555  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.855019,-73.515167,Amenia,,,NY,515 Leedsville Rd,12501,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['18624']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114880,2017-09-01,P,E,Paumanok Vineyards - Tesla Destination,631-722-8800  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,GPS,40.9487252071803,-72.6025936243286,Aquebogue,,,NY,1074 Main Rd,11931,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['22272']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114881,2018-11-01,P,E,Astoria Central Parking - Tesla Destination,718-489-1654  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.762763,-73.924473,Astoria,,,NY,31-57 31st St,11106,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['55615']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114882,2017-09-01,P,E,Peppermint's Restaurant - Tesla Destination,585-226-2707  877-798-3752,2020-03-02T20:14:21Z,RESTAURANT,200-9,42.910883,-77.735952,Avon,,,NY,244 E Main St,14414,US,,,,,,,,,,,['TESLA'],,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['26943']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114883,2016-01-01,P,E,DoubleTree by Hilton Binghamton - Tesla Destination,607-722-7575  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.101763,-75.914203,Binghamton,,,NY,225 Water St,13901,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['209']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114884,2015-06-09,P,E,Scotttech - Tesla Destination,315-214-6065  877-798-3752,2020-03-02T20:14:21Z,OFFICE_BLDG,200-9,42.103472,-75.892293,Binghamton,,,NY,336 Court St,13904,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['1717']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114885,2018-11-01,P,E,Fairfield Inn by Marriott Binghamton - Tesla Destination,607-651-1000  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.130103,-75.905801,Binghamton,,,NY,864 Upper Front St,13905,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33569']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114886,2018-11-01,P,E,Hunt County Vineyards - Tesla Destination,315-595-2812  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,200-9,42.591377,-77.172899,Branchport,,,NY,4021 Italy Hill Rd,14418,US,,,,,,,,,,,"['J1772', 'TESLA']",,,5,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['51599']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114887,2018-11-01,P,E,Point Place Casino - Tesla Destination,315-366-9610  877-798-3752,2020-03-02T20:14:21Z,OTHER_ENTERTAINMENT,200-9,43.154875,-75.965306,Bridgeport,,,NY,450-452 NY-31,13030,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['42794']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114888,2018-11-01,P,E,Century Parking Corp - Tesla Destination,718-543-6002  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.878611,-73.914792,Bronx,,,NY,2600 Netherland Ave,10463,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['56265']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114889,2018-11-01,P,E,Standard Parking 1360 Fulton Street - Tesla Destination,800-836-6666  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.679983,-73.946504,Brooklyn,,,NY,1360  Fulton St,11216,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52389']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114890,2018-11-01,P,E,Standard Parking 15 Metrotech - Tesla Destination,800-836-6666  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.693317,-73.9871,Brooklyn,,,NY,15 Metrotech Ctr S,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52397']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114891,2017-03-01,P,E,Quik Park Armory Parking Inc. - Tesla Destination,718-222-9427  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.692372,-73.969893,Brooklyn,,,NY,172 Vanderbilt,11205,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['23860']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114892,2016-05-01,P,E,Discount Parking 180 Ashland Place - Tesla Destination,718-643-0430  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.689411,-73.978741,Brooklyn,,,NY,180 Ashland Pl,11217,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['15032']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114893,2017-03-01,P,E,iPark 22/34 N 6th Garage Corp - Tesla Destination,718-218-7570  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.718794,-73.962594,Brooklyn,,,NY,22 N 5th St,11211,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['25415']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114894,2017-03-01,P,E,iPark 247 N 7th Street - Tesla Destination,929-337-8633  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.716085,-73.954508,Brooklyn,,,NY,249 N 7th St,11248,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['25329']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114895,2016-01-01,P,E,Parkright 257 Gold Street - Tesla Destination,212-247-7303  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,40.696871,-73.983002,Brooklyn,,,NY,257  Gold St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13028']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114896,2018-11-01,P,E,Standard Parking Pierepoint Plaza - Tesla Destination,800-836-6666  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,GPS,40.695115,-73.990993,Brooklyn,,,NY,300 Cadman,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52399']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114897,2017-03-01,P,E,Enterprise 309 Gold Street - Tesla Destination,212-564-3199  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,40.695013,-73.982843,Brooklyn,,,NY,309 Gold St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['24292']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114898,2016-01-01,P,E,iPark NYC 2234 North 6th - Tesla Destination,855-472-7569  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.719756,-73.962933,Brooklyn,,,NY,34 North 6th St,11249,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12422']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114900,2018-11-01,P,E,Standard Parking 1 Metrotech - Tesla Destination,212-321-7500  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.693216,-73.986716,Brooklyn,,,NY,351 Jay St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52395']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114901,2017-09-01,P,E,GGMC Belltel Car Park - Tesla Destination,718-643-1385  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.692645,-73.985451,Brooklyn,,,NY,356  Bridge St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['25700']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114902,2017-03-01,P,E,Quik Park 365 Management LLC - Tesla Destination,888-705-7845  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.677433,-73.990299,Brooklyn,,,NY,365 Bond St,11231,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['23392']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114903,2018-11-01,P,E,GMC 388 Bridge Street - Tesla Destination,718-855-1061  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.691652,-73.985733,Brooklyn,,,NY,388 Bridge St,11201,US,,,,,,,,,,,['TESLA'],,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['49671']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114904,2016-01-01,P,E,Quik Park Brooklyn Bridge LLC - Tesla Destination,718-488-0099  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.693949,-74.00025,Brooklyn,,,NY,4 Joralemon St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['14047']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114905,2017-09-01,P,E,Rapidpark 44 State Street - Tesla Destination,718-624-5955  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.691871,-73.998307,Brooklyn,,,NY,44 State St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29089']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114906,2017-09-01,P,E,Park Kwik LLC 50 Washington St. - Tesla Destination,718-222-0500  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.702769,-73.990584,Brooklyn,,,NY,45 Main St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['28227']}
public,24 hours daily; see front desk for access,,,2019-09-30,,ELEC,Public,114907,2017-09-01,P,E,Kings County Parking - Tesla Destination,718-245-5337  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.656148,-73.940355,Brooklyn,,,NY,581 Clarkson Ave,11203,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['28005']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114908,2017-09-01,P,E,1 Hotel Brooklyn Bridge - Tesla Destination,877-803-1111  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,40.702241,-73.995539,Brooklyn,,,NY,60 Furman St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,7,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['1139']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114909,2017-09-01,P,E,City Parking Linc Garage - Tesla Destination,718-963-7048  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.71955,-73.96413,Brooklyn,,,NY,62 Northside Piers,11249,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29198']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114910,2018-11-01,P,E,"Littleman Driggs Parking, LLC - Tesla Destination",212-714-3571  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.715405,-73.958638,Brooklyn,,,NY,626  Driggs Ave,11211,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52401']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114911,2016-01-01,P,E,GGMC Parking 66 Rockwell Pl Garage - Tesla Destination,718-797-2408  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.68806,-73.979449,Brooklyn,,,NY,66 Rockwell Pl,11217,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12981']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114912,2018-11-01,P,E,Standard Parking 200 Cadman Plaza West - Tesla Destination,800-836-6666  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.698807,-73.991859,Brooklyn,,,NY,75 Henry St,11221,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52394']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114913,2016-01-01,P,E,GGMC Parking 75 Smith St Garage - Tesla Destination,718-643-0593  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.688799,-73.988642,Brooklyn,,,NY,75 Smith St,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12982']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114914,2018-11-01,P,E,Standard Parking 2 Metrotech - Tesla Destination,800-836-6666  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.692919,-73.987193,Brooklyn,,,NY,8 Metrotech Ctr S,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52398']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114915,2016-01-01,P,E,Quik Park 81 Fleet Place LLC - Tesla Destination,212-832-2066  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.693208,-73.981326,Brooklyn,,,NY,81 Fleet Pl,11201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['14045']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114916,2017-09-01,P,E,Rapidpark 906 Union Street - Tesla Destination,718-622-4867  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.672726,-73.971664,Brooklyn,,,NY,906 Union St,11215,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29090']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114917,2017-09-01,P,E,MPG 100 Jay Street - Tesla Destination,718-855-2851  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.702004,-73.987053,Brooklyn,,,NY,100 Jay St,10021,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32549']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114918,2018-11-01,P,E,imPark 101 Bedford Ave - Tesla Destination,718-387-1737  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.720014,-73.95455,Brooklyn,,,NY,101  Bedford Ave,11211,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['41189']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114919,2016-10-01,P,E,The William Vale Hotel - Tesla Destination,718-631-8400  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,40.722362,-73.957208,Brooklyn,,,NY,111 N 12th St,11249,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['11477']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114920,2018-11-01,P,E,Holiday Inn Express Canandaigua - Finger Lakes - Tesla Destination,585-396-3669  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.878166,-77.255793,Canandaigua,,,NY,330 Eastern Blvd,14424,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['36196']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114921,2016-01-01,P,E,Best Western University Inn - Tesla Destination,315-386-8522  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,44.596265,-75.149319,Canton,,,NY,90 E Main St,13617,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['2302']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114922,2016-01-01,P,E,Glenmere Mansion - Tesla Destination,845-469-1900  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.338768,-74.322712,Chester,,,NY,634 Pine Hill Rd,10918,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['12556']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114923,2018-11-01,P,E,The Fern Lodge - Tesla Destination,518-494-7238  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,43.625316,-73.850472,Chestertown,,,NY,46 Fiddlehead Bay Rd,12817,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['27742']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114924,2016-01-01,P,E,Asa Ransom House - Tesla Destination,716-759-2315  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.980201,-78.595784,Clarence,,,NY,10529 Main St,14031,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['4063']}
public,24 hours daily; see front desk for access,,,2019-09-30,,ELEC,Public,114925,2016-01-01,P,E,"The Inn at Cooperstown, a Select Registry Property - Tesla Destination",607-547-5756  877-798-3752,2020-03-02T20:14:21Z,INN,200-9,42.70163,-74.926982,Cooperstown,,,NY,16 Chestnut St,13326,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['4603']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114926,2018-11-01,P,E,Fairfield Inn by Marriott Corning Riverside - Tesla Destination,607-937-9600  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.153255,-77.080389,Corning,,,NY,3 S Buffalo St,14830,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33570']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114927,2018-11-01,P,E,Comfort Inn - Tesla Destination,607-962-1515  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.150849,-77.064055,Corning,,,NY,66 W Pulteney St,14830,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33567']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114928,2017-09-01,P,E,Storm King Tavern and Golf Club - Tesla Destination,845-534-3899  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.429428,-74.028204,Cornwall,,,NY,18 Ridge Rd,12518,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['18688']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114929,2016-08-15,P,E,Hampton Inn Cortland - Tesla Destination,607-662-0007  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.606836,-76.164117,Cortland,,,NY,26 River St,13045,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13126']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114930,2018-11-01,P,E,"Country Inn & Suites By Carlson, Cortland, NY - Tesla Destination",607-753-8300  877-798-3752,2020-03-02T20:14:21Z,HOTEL,GPS,42.5865163655621,-76.2116752010498,Cortland,,,NY,3707 State Rte 281,13045,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['39640']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114931,2016-09-01,P,E,The Farmhouse Bed and Breakfast - Tesla Destination,631-734-8539  877-798-3752,2020-03-02T20:14:21Z,B_AND_B,200-9,41.015587,-72.489904,Cutchogue,,,NY,1855 Depot Ln,11935,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['15372']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114932,2017-03-01,P,E,River Spring Lodge - Tesla Destination,585-708-4212  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.86245,-78.34496,Darien Center,,,NY,1961 Church Rd,14040,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['18367']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114933,2016-11-01,P,E,Culinary Arts Center at Auburn Watson - Tesla Destination,716-876-8000  877-798-3752,2020-03-02T20:14:21Z,SHOPPING_CENTER,200-9,42.911728,-78.694835,Depew,,,NY,3295 Walden Ave,14043,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['17393']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114935,2016-01-01,P,E,The FLX Wienery - Tesla Destination,607-243-7100  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,200-9,42.519115,-76.922429,Dundee,,,NY,5090 Highway 14,14837,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['12504']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114936,2018-11-01,P,E,Hampton Inn East Aurora - Tesla Destination,716-655-3300  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.766365,-78.608141,East Aurora,,,NY,49 Olean St,14052,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['36199']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114937,2017-03-01,P,E,Hampton Inn LaGuardia Airport - Tesla Destination,718-672-6600  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,40.767871,-73.867659,East Elmhurst,,,NY,102-40 Ditmars Blvd,11369,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13632']}
