Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,Zipcode,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,Alfano Roman Group,24 Airport Rd,,Schenectady,NY,12308,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,42.85265,-73.939268,,155076,3/31/2020 16:39,P,,,4/12/2019,J1772
ELEC,Marty's True Value,1751 Van Vranken Ave,,Schenectady,NY,12308,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,42.82523,-73.92389,,155081,3/31/2020 16:39,P,,,4/18/2019,J1772
ELEC,Elm Ave,1 Research Circle,,Niskayuna,NY,12309,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,10,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.825583,-73.879337,4/1/2020,148044,4/1/2020 9:16,,,,,J1772
ELEC,GLEN EDDY,1 Glen Eddy Dr,STATION 1STATION 2,Niskayuna,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.774874,-73.877938,4/1/2020,153508,4/1/2020 9:20,,,,,J1772
ELEC,SCHENECTADY,912 Woodlawn Dr,UPPER UNION LOT; Upper Union Street Parking Lot - In the back parking lot off Woodlawn or Dean,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.804076,-73.904336,4/1/2020,88398,4/1/2020 9:20,,,,,J1772
ELEC,CEB Bldg,1 ResearchCircle,None,Niskayuna,NY,12309,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,10,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.82891,-73.8742,4/1/2020,148043,4/1/2020 9:16,,,,,J1772
ELEC,GE WS #6 (0000415),1 Research Circle,,Niskayuna,NY,12309,,855-443-3873,E,,Public,24 hours daily,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,42.829136,-73.876995,4/1/2020,74120,4/1/2020 10:07,,,,,J1772
ELEC,SCHENECTADY,PTL Arthur Chaires Ln,CENTRAL PARK; In front of the tennis court,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.799875,-73.908554,4/1/2020,88397,4/1/2020 9:20,,,,,J1772
ELEC,EP Building,1 Research Cir,Chargers are located in the parking lot to the north side of the Engineering Physics Bldg.,Niskayuna,NY,12309,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,5,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.828911,-73.874213,4/1/2020,148042,4/1/2020 9:16,,,,,J1772
ELEC,Spin Test Facility,1 Research Cir.,,Niskayuna,NY,12309,,800-663-5633,E,,Public,MO: Closed; TU: Closed; WE: Closed; TH: Closed; FR: Closed; SA: Closed; SU: Closed,,,10,,,SemaCharge Network,http://www.semacharge.com/,GPS,42.831453,-73.880977,4/1/2020,148041,4/1/2020 9:16,,,,,J1772
ELEC,KINGSTON,Saccoman Ln,CORNELL ST. LOT; Paid Parking Lot $.75 per hour 9am-6pm Mon-Sat,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.929588,-74.002941,4/1/2020,102547,4/1/2020 9:20,,,,,J1772
ELEC,Courtyard by Marriott Kingston - Tesla Destination,500 Frank Sottile Blvd,,Kingston,NY,12401,,845-382-2300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.970145,-73.985923,9/30/2019,114962,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,ULSTER COUNTY,124 Marys Ave,"SUNY EXTENSION; Station is located in student lot at rear of building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.92361,-73.998496,4/1/2020,69195,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,317 Shamrock Lane,"PUBLIC WORKS; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020. Station is located in the rear of the public works lot",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.935971,-74.028244,4/1/2020,92514,4/1/2020 9:20,,,,,J1772
ELEC,ROSENDALE,382 Main St,WILLOW KILN; Station is located in Willow kiln parking lot,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.844954,-74.081459,4/1/2020,82373,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,238 Golden Hill Ln,"HUTTON BUILDING; Station is located on the west end of parking lot. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.916897,-74.019577,4/1/2020,123002,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,5 Pearl St,"CARR BUILDING; Parking area restricted to employees only during working hours and is available to the public all other times. The fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932591,-74.016136,4/1/2020,89937,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,285 Wall Street,"COURTHOUSE 1; Enter from Wall Street. Station is located at rear of parking lot near the Crown Street exit. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932845,-74.020676,4/1/2020,122999,4/1/2020 9:20,,,,,J1772
ELEC,QuickChek - Tesla Supercharger,640 Washington Ave.,,Kingston,NY,12401,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,41.941893,-74.027428,1/31/2020,102331,2/6/2020 19:50,P,,,10/1/2016,TESLA
ELEC,KINGSTON,95 Dock St TR Gallo Waterfront Park,TR GALLO PARK; Paid Parking Lot $.75 per hour 9am-6pm Mon-Sat,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.917631,-73.983671,4/1/2020,102549,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,733 Broadway,"PROBATION DEPT; Station located at rear of the building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.931091,-74.010589,4/1/2020,92518,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,1 Development Court,"DSS 1; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.DSS 2; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.DSS 3; Behind Department of Social Services Building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.947224,-73.995025,4/1/2020,68773,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,244 Fair Street,"OFFICE BUILDING; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020. Additional parking fees apply during working hours.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932984,-74.017134,4/1/2020,123000,4/1/2020 9:20,,,,,J1772
ELEC,KINGSTON VW,1249 Ulster Ave,VW_408103_A,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.966889,-73.989781,4/1/2020,65112,4/1/2020 9:20,,,,,J1772
ELEC,Hampton Inn by Hilton Kingston - Tesla Destination,1307 Ulster Ave,,Kingston,NY,12401,,845-382-2600  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.970001,-73.989083,9/30/2019,114961,3/2/2020 20:14,P,,,1/1/2016,J1772 TESLA
ELEC,ULSTER COUNTY,28-40 Crown St,"COURTHOUSE 2; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932871,-74.020585,4/1/2020,147634,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,239 Golden Hill Dr,"HEALTH DEPT 1; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.HEALTH DEPT 2; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.HEALTH DEPT 3; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.916073,-74.018603,4/1/2020,68779,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,300 Foxhall Ave,"HALL OF RECORDS; Wall mounted unit on north side of the building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.93615,-73.997814,4/1/2020,123018,4/1/2020 9:20,,,,,J1772
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,1,1,,Non-Networked,,GPS,41.948965,-74.032033,1/13/2020,44352,1/21/2020 18:34,P,,,11/30/2011,CHADEMO J1772
ELEC,KINGSTON,2 Broadway,VISITORS CENTER; Free Parking,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.918516,-73.982758,4/1/2020,102548,4/1/2020 9:20,,,,,J1772
ELEC,U.S.B.STATION#1,180 Schwenk Dr,ULSTER SAVINGS,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.93765,-74.025314,4/1/2020,145543,4/1/2020 9:20,,,,,J1772
ELEC,ULSTER COUNTY,380 Boulevard,"UCLEC; Station is located o the North East side of building. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.913018,-74.014656,4/1/2020,92515,4/1/2020 9:20,,,,,J1772
ELEC,Rondout Valley Central School District Office,122 Kyserike Rd,,Accord,NY,12404,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.814199,-74.189316,6/6/2019,123062,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,Delaware & Ulster Railroad,43510 Highway 28,,Arkville,NY,12406,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,42.147437,-74.614917,6/6/2019,123110,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,Bread Alone Bakery,3962 Route 28,,Boiceville,NY,12412,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.997247,-74.263752,6/6/2019,123108,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,Rosendale Justice Department,1915 Lucas Ave,,Cottekill,NY,12419,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.85371,-74.106366,6/6/2019,123076,3/26/2020 17:18,LG,,,4/1/2019,J1772
ELEC,The Rose Motel - Tesla Destination,3840 State Hwy 145,,Durham,NY,12422,,518-239-8496  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.399652,-74.172565,9/30/2019,122480,3/2/2020 20:14,P,,,3/1/2019,TESLA
ELEC,ULSTER COUNTY,50 Center St,"TRUDY RESNICK; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Ellenville,NY,12428,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.717754,-74.396401,4/1/2020,92516,4/1/2020 9:20,,,,,J1772
ELEC,STATION 1,13 Scribner Hollow Rd,SCRIBNERS; Behind lodge ,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.203996,-74.196529,4/1/2020,88494,4/1/2020 9:20,,,,,J1772
ELEC,HUNTER MOUNTAIN,82 Liftside Dr,HUNTER; -,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.205127,-74.212669,4/1/2020,105452,4/1/2020 9:20,,,,,J1772
ELEC,WARWARSING,Landfill Road,LIPPMAN CHARGER; Located in the lot near the lake,Kerhonkson,NY,12446,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.762012,-74.354353,4/1/2020,78482,4/1/2020 9:20,,,,,J1772
ELEC,Romeo Chevrolet,1665 Ulster Ave,,Lake Katrine,NY,12449,,845-943-4374  845-282-0790,E,,Public,24 hours daily,,,2,1,,Non-Networked,,200-9,41.980335,-73.990256,4/8/2019,85682,1/21/2020 18:34,P,,,6/1/2017,J1772 J1772COMBO
ELEC,Greenlots - 63149,Milepost 96S,,Ruby,NY,12449,,855-900-7584,E,,Public,24 hours daily,,,,2,,Greenlots,http://greenlots.com/,GPS,42.014095,-73.999847,4/1/2020,99101,4/1/2020 10:08,,,,,CHADEMO J1772COMBO
ELEC,VANKLEECKS TIRE,1987 Ulster Ave,VANLKEECKS TIRE,Lake Katrine,NY,12449,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.991154,-73.98686,4/1/2020,143464,4/1/2020 9:20,,,,,J1772
ELEC,Bread Alone Bakery,2121 Ulster Ave,,Lake Katrine,NY,12449,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.99486,-73.986487,6/6/2019,123081,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,Greenlots - 63152,New York Thruway Mile Post 103 North I-87,,Malden on the Hudson,NY,12453,,855-900-7584,E,,Public,24 hours daily,,,,2,,Greenlots,http://greenlots.com/,GPS,42.110332,-73.95639,4/1/2020,99111,4/1/2020 10:08,,,,,CHADEMO J1772COMBO
ELEC,TRANSITION,48 Walnut St,MARGARETVILLE; -,Margaretville,NY,12455,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.14873,-74.649075,4/1/2020,73202,4/1/2020 9:20,,,,,J1772
ELEC,Holiday Inn Express & Suites Saugerties - Hudson Valley,9 Old Rte 32,,Saugerties,NY,12477,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,42.087996,-73.975551,,154659,3/24/2020 16:56,P,,,3/20/2020,J1772
ELEC,ICE RINK,207 Market St,GRECO CENTER; On south side of building,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.084094,-73.955029,4/1/2020,121871,4/1/2020 9:20,,,,,J1772
ELEC,ICE RINK,311 Washington Ave Ext,TENNIS COURTS; South end of tennis courts,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.086179,-73.951671,4/1/2020,123396,4/1/2020 9:20,,,,,J1772
ELEC,ICE RINK,6 Small World Ave,ICE RINK; -,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.090709,-73.951019,4/1/2020,88146,4/1/2020 9:20,,,,,J1772
ELEC,ICE RINK,9 Division St,LIBRARY,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.07773,-73.94865,4/1/2020,149087,4/1/2020 9:20,,,,,J1772
ELEC,Marbletown Community Center,3562 Main St,Located in the parking lot,Stone Ridge,NY,12484,,845-687-0800,E,,Public,24 hours daily,,,2,,,Non-Networked,,200-8,41.852199,-74.139929,3/3/2020,86200,3/3/2020 21:13,LG,,,7/1/2017,J1772
ELEC,ULSTER COUNTY,491 Cottekill Rd,"SUNY ULSTER; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Stone Ridge,NY,12484,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851332,-74.130956,4/1/2020,123389,4/1/2020 9:20,,,,,J1772
ELEC,TANNERSVILLE,1 Park Ln,TOWN HALL,Tannersville,NY,12485,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.19611,-74.13166,4/1/2020,152437,4/1/2020 9:20,,,,,J1772
ELEC,TANNERSVILLE,20 Tompkins St,MUNICIPAL LOT,Tannersville,NY,12485,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.195133,-74.13242,4/1/2020,152438,4/1/2020 9:20,,,,,J1772
ELEC,Winwood Inn - Windham Mountain Resort - Tesla Destination,5220 State Rte 23,,Windham,NY,12496,,518-734-3000  877-798-3752,E,,Public - Call ahead,24 hours daily; available with reservation only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.310435,-74.241272,9/30/2019,115250,3/2/2020 20:14,P,,,3/1/2017,TESLA
ELEC,WINDHAMMOUNTAIN,19 Resort Dr,NS1-WINDHAM #1; located at the south east corner of or main lot along the stream,Windham,NY,12496,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.299276,-74.255881,4/1/2020,80967,4/1/2020 9:20,,,,,J1772
ELEC,SUNFLOWER,75 Mill Hill Rd,MARKET,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.039112,-74.113426,4/1/2020,143566,4/1/2020 9:20,,,,,J1772
ELEC,PUBLIC RESTROOM,10 Rock City Rd Chamber of Commerce,WOODSTOCK COMME; By public rest rooms,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.041481,-74.117992,4/1/2020,104064,4/1/2020 9:20,,,,,J1772
ELEC,PUBLIC RESTROOM,56 Rock City Rd Woodstock Community Ctr.,WOODSTOCK COMMU; Parking lot in frt of the community center,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.044798,-74.118166,4/1/2020,103822,4/1/2020 9:20,,,,,J1772
ELEC,Troutbeck - Tesla Destination,515 Leedsville Rd,,Amenia,NY,12501,,845-789-1555  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.855019,-73.515167,9/30/2019,114879,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,Four Brothers Drive In,4957 Route 22,,Amenia,NY,12501,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.850398,-73.557933,4/1/2020,96638,4/1/2020 8:08,,,,,J1772
ELEC,NY STATE PARKS,Lake Taghkanic Rd,LAKE TAGHKANIC; Lot by Beach Swimming Area - Park open sunrise to sunset.,Ancram,NY,12502,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.090954,-73.720052,4/1/2020,120821,4/1/2020 9:20,,,,,J1772
ELEC,BARD ALMNCT,New York 9G,NS1-ALMNCT; Located in parking lot of Alumni Canter at intersection of Entrance Road and 9G,Red Hook,NY,12504,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.023436,-73.902037,4/1/2020,51689,4/1/2020 9:20,,,,,J1772
ELEC,Bard College,11 Henderson Circle Dr,,Annandale-on-Hudson,NY,12504,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.020108,-73.907296,6/6/2019,123057,3/30/2020 20:53,P,,,4/1/2019,J1772
ELEC,Hopson Cottage - Brad College Admissions,60 W Ravine Rd,,Annandale-on-Hudson,NY,12504,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.022071,-73.910996,6/6/2019,123122,3/30/2020 20:53,P,,,4/1/2019,J1772
ELEC,Beacon Department of Motor Vehicles,223 Main St,,Beacon,NY,12508,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,41.507025,-73.974142,6/6/2019,123085,3/26/2020 17:18,LG,,,4/1/2019,J1772
ELEC,Beacon Metro North Train Station,1 Ferry Plaza,Located off Route 9D,Beacon,NY,12508,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,200-8,41.505079,-73.983205,5/9/2019,65284,3/26/2020 17:18,SG,,,4/1/2018,J1772
ELEC,CITY OF BEACON,1 Municipal Plaza,STATION 2; Near Front Entrance,Beacon,NY,12508,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.507937,-73.978278,4/1/2020,153264,4/1/2020 9:20,,,,,J1772
ELEC,CITY OF BEACON,13 South Ave,STATION 1,Beacon,NY,12508,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.507568,-73.9776,4/1/2020,149620,4/1/2020 9:20,,,,,J1772
ELEC,CFL-1,9 NY-9H,LIBRARY RT 23B; Back of new building ,Claverack-Red Mills,NY,12513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.22297,-73.73554,4/1/2020,146985,4/1/2020 9:20,,,,,J1772
ELEC,Stewart?s Shop - Tesla Supercharger,2300 Salt Point Turnpike,,Clinton Corners,NY,12514,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,41.825379,-73.770409,1/31/2020,102329,2/6/2020 19:50,P,,,7/23/2018,TESLA
ELEC,Storm King Tavern and Golf Club - Tesla Destination,18 Ridge Rd,,Cornwall,NY,12518,,845-534-3899  877-798-3752,E,,Public,24 hours daily,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.429428,-74.028204,9/30/2019,114928,3/2/2020 20:14,P,,,9/1/2017,TESLA
ELEC,Hudson Valley Towne Center - Tesla Supercharger,18 Westgate Dr,,Fishkill,NY,12524,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.526706,-73.894518,,154792,3/27/2020 22:00,P,,,3/27/2020,TESLA
ELEC,Tuthilltown Spirits - Tesla Destination,14 Gristmill Ln,,Gardiner,NY,12525,,845-633-8734  877-798-3752,E,,Public,24 hours daily,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.687197,-74.175388,9/30/2019,114944,3/2/2020 20:14,P,,,2/1/2016,J1772 TESLA
ELEC,TG EV STATIONS,35 State Route 299,LEFT STATION,Gardiner,NY,12525,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.74457,-74.11794,4/1/2020,154055,4/1/2020 9:20,,,,,J1772
ELEC,TOWN GERMANTOWN,189 Main St,MUNICIPAL LOT,Germantown,NY,12526,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.132595,-73.88265,4/1/2020,149273,4/1/2020 9:20,,,,,J1772
ELEC,Town of Lloyd Municipal Parking Lot - Tesla Destination,39 Main St,,Highland,NY,12528,,845-691-2144  877-798-3752,E,,Public,24 hours daily,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.720133,-73.964807,9/30/2019,114950,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,HIGHBRIDGE,128 Vineyard Ave,HIGHBRIDGE 1,Highland,NY,12528,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.716319,-73.967742,4/1/2020,104800,4/1/2020 9:20,,,,,J1772
ELEC,Selux Corp,5 Lumen Ln,,Highland,NY,12528,,866-816-7584,E,,Public,24 hours daily,,,7,,,EV Connect,http://evconnect.com/,GPS,41.739522,-73.960362,6/6/2019,123116,3/26/2020 17:18,P,,,4/1/2019,J1772
ELEC,Hudson Valley Rail Trail Depot - Tesla Destination,101 New Paltz Rd,,Highland,NY,12528,,845-691-2144  877-798-3752,E,,Public,24 hours daily,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.733972,-73.974846,9/30/2019,114949,3/2/2020 20:14,P,,,11/1/2018,J1772 TESLA
ELEC,Catamount Ski,78 Catamount Rd,,Hillsdale,NY,12529,,518-325-3200,E,,Public - Call ahead,10am-5:30pm daily,,2,2,,,Non-Networked,,200-8,42.171859,-73.477728,3/3/2020,85949,3/3/2020 21:13,P,,,3/1/2020,J1772 NEMA1450 NEMA520
ELEC,TOWNHALLSTATION,2609 NY-23,HILLSDALE; Town Hall Parking lot,Hillsdale,NY,12529,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.179557,-73.526568,4/1/2020,88553,4/1/2020 9:20,,,,,J1772
ELEC,Grape Hollow Farm - Tesla Destination,62 Paine Rd,,Holmes,NY,12531,,917-992-6289  877-798-3752,E,,Public,24 hours daily; for customer use only,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.548637,-73.692718,9/30/2019,114951,3/2/2020 20:14,P,,,11/1/2018,TESLA
ELEC,CITY HALL 12534,542 Warren St,CITY HALL 1CITY HALL 2CITY HALL 3,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.248767,-73.784959,4/1/2020,149513,4/1/2020 9:20,,,,,J1772
